"crypto_fullname","crypto_nrc","gender","programme_as_admitted","school_abbr","school"
"4b360e86","fb9c9a30","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"814f2805","53b74b72","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"6c40d82b","e05f08da","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"6cdedabb","a077716f","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"40c73978","03134fad","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"5aef78c3","7b07cf14","F","BACHELOR OF SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"44f953b1","aa665a3b","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"1e213c1e","712cdfb5","F","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"bf557b6a","c3193e6c","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"52a1560b","77259ead","M","BACHELOR OF SCIENCE IN RADIOGRAPHY (DIAGNOSTICS/THERAPEUTIC)","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"151ce3fb","253a76e5","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"83e0d779","21fe58ec","M","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"4b199d22","9153e177","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"93004b1f","540f1060","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"dec48ab1","64fb2d5e","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"1bb4cae1","7ac285c5","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"e03a4575","a5d0b8c4","M","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"f81fda0a","7d7b8216","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"7569f4e5","62e76225","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"52fab3ef","2d6d351f","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e1ad9b95","60bd6dff","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"17becfc2","d2ddfce8","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"202046af","a3a5a365","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"75b80725","17b25514","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"e0361105","8012e4d7","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"72e52a39","ed3fa49a","F","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"54edfdfa","7fa417cf","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"452d0491","64823065","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"4330905e","81870981","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"074806a0","cdf6cdbe","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"57dba1c8","a3e338df","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"6163a68a","c608e7c9","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5f68e291","f4e216a1","M","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"da2d50a2","a34e0041","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"c6f50455","ffb3cb2d","M","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"cdbd395c","193c8029","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"495842ac","db32385b","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"7895ba50","e1e62537","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"b65dc55a","8962cf6f","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"98dca98d","d65115f1","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"905f5700","348f6bb3","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"3d333cbf","394b50e7","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"4fc1a23a","66ea1777","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"abc9d3d3","fc42ee23","F","BACHELOR OF SCIENCE - PH","Pub. Health","SCHOOL OF PUBLIC HEALTH"
"abc9d3d3","fc42ee23","F","BACHELOR OF SCIENCE - PH","Pub. Health","SCHOOL OF PUBLIC HEALTH"
"1360146b","5fd92b61","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"af3716d1","44815e2a","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"03557fac","d7b4a942","M","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"c031ade9","247dd420","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"02564005","c1e58e8a","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"88ed2f0d","5fb8ebf6","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"ca2f8784","93aa1553","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"4eb6e0da","1542b591","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"892354d1","b651f608","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"077564b4","b9dec0ef","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"0f1b16e6","161bc88b","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"14ac6861","783a6963","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"44a99899","5affa3e0","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"cffb3265","0f1d1ed0","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"1682cb66","a51ad51d","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"1682cb66","a51ad51d","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"d353132f","f8a389e4","M","BACHELOR OF MEDIA AND JOURNALISM STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"9f5e1338","7848db72","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e62184ed","4e6249d2","M","BACHELOR OF PUBLIC RELATIONS AND ADVERTISING","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"d9f5d9f0","5d91f3b9","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"d9f5d9f0","5d91f3b9","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"af469c2b","66120e4f","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"da95f813","ce11b119","M","BACHELOR OF SCIENCE - PH","Pub. Health","SCHOOL OF PUBLIC HEALTH"
"3439936c","77727da9","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"c7ce5340","98cc0a15","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"7c5035d2","de510769","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"00d1dfe1","75e2496d","M","BACHELOR OF VETERINARY - VET","Vet. Med.","SCHOOL OF VETERINARY MEDICINE"
"26af931f","ebda5c9f","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"c7cf8ba0","6beade00","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"f4bc40bb","b0f7bf44","F","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"90a1b419","d3f07f55","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"9fae586a","d39a9d4e","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d3284efd","c6bec358","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"166839ea","445d2f47","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"50612cca","3c13e929","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"42ee02d6","dfd70f61","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"26ee556f","0f6c9af7","F","BACHELOR OF SCIENCE IN RADIOGRAPHY (DIAGNOSTICS/THERAPEUTIC)","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"7a764cf3","5e5a3d93","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"17fc3213","52c92aa7","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"bc897c85","b6da5d2c","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"ad115ad8","aa487cc1","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"1e145c42","67b430bf","F","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"3f82c701","6d112dec","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"a580a40e","5ef865e3","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"9aa15294","bab6fc37","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e8406648","716c08c1","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"511c7f15","a7ff92b6","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"12d6c560","f65d2909","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"20a84ec7","a352a170","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"3ab1bde1","ebc546a1","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"bb96894b","716c08c1","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"68a96b56","9436548d","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"eb01ae47","1a775643","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"57f42b21","58ff1bca","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"48d0ab9f","94d0f5a9","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"4667dcc2","06373c78","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"c589bf0c","172af80c","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"10de3154","d5f589cc","M","BACHELOR OF SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"789acaf3","e399bef0","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"789acaf3","e399bef0","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"f224a106","57730138","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"28402b14","6ca00458","F","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"d28d9c4f","2cc3f78e","F","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"71855fd6","cdfaddf4","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"7ffbf320","31bf7506","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"3cc324f9","a79d5ea5","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"801af41f","fa04c394","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5955811a","89707209","M","BACHELOR OF SCIENCE IN MIDWIFERY","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"89d337fe","0d12e449","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e3669d8a","2509b359","F","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"d8033630","fd53571b","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"1755f726","3b36d50f","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"49408a7d","4458bbbb","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"f19ba52a","622db493","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"28fe0ffd","8b4af1b2","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"2015f528","9210c1b0","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"336a73c1","3f8006f5","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"e0a51c04","c0c328fc","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"4086f88a","1dda2136","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"9633cce2","0db8c8b3","M","BACHELOR OF SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"3a37d25c","198c07f5","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5a0902c9","418f36da","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"de8247fd","7adff543","M","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"f386344d","92dd1d95","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"b38f35a5","886de124","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"7dd79078","4ed9eb56","M","BACHELOR OF EDUCATION (ENVIRONMENTAL EDUCATION)","Education","SCHOOL OF EDUCATION"
"bb0ecff8","38d03880","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"bb0ecff8","38d03880","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"bb0ecff8","38d03880","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"a8185eb0","7a7b4128","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"9a2e35eb","09099837","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"c7102168","638762cb","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"ed10dc5c","31dcbfe8","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"1adeaa70","b212c2c3","F","BACHELOR OF SOCIAL WORK","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"61f04d8a","2d9169bf","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"4e6a7e22","1deebd7c","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"18e3907b","de76c058","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b32a5d08","742883cc","F","BACHELOR OF AGRICULTURE WITH EDUCATION","Education","SCHOOL OF EDUCATION"
"7fce58cd","d940b2e2","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"38761af1","5feba96f","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"c1e2313f","dce0850e","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"508246b2","441a482c","F","BACHELOR OF SCIENCE - PH","Pub. Health","SCHOOL OF PUBLIC HEALTH"
"6c815243","060f424a","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5cde0ed1","58b2e58d","F","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"3ec76634","b90b0a43","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"3ec76634","b90b0a43","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"10ebd827","f9e8363b","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"2113c6f8","18a66647","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"0ae85f92","69b1da25","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"847fa6c5","6bdaa660","F","BACHELOR OF VETERINARY - VET","Vet. Med.","SCHOOL OF VETERINARY MEDICINE"
"67e025aa","762e0706","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"9626fb6f","f1254158","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"1b41b08d","90c43639","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"1b41b08d","90c43639","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"efa9a8ac","ffb6e05e","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"8a3cc4ae","6a17ae97","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"7a3ce978","85e71c45","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"8f4713a9","415c8bde","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"c8f7a7e5","7fd06880","M","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"b66d1354","21b60d31","M","BACHELOR OF SCIENCE WITH EDUCATION","Education","SCHOOL OF EDUCATION"
"5c6b72bf","7bc7f4fa","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d4343081","3102277d","M","BACHELOR OF SCIENCE IN RADIOGRAPHY (DIAGNOSTICS/THERAPEUTIC)","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"6f58c6cd","5bf34417","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"ab53c0ac","c9a01c57","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"cb9ba89f","8bfef2d9","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"9182cf58","bfdd2ce6","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"28c5d1cd","70d9e0dd","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"28c5d1cd","70d9e0dd","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"46a8da33","cfef1c20","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"437c3824","aa28d973","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"1b8b459d","d3683353","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"3231d9ce","caea9868","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"3231d9ce","caea9868","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"3231d9ce","caea9868","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"278ba166","34c0dfc1","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"6ee57cf0","41a8621a","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"802b14f5","364b465d","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"802b14f5","364b465d","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"b364e3e2","31dbbc93","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"0345df34","ad921ee0","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"7dfbf30e","d702eb7a","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"4d0568f8","040d748d","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"ee65667b","6162a1f3","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"6b5ae51a","65ff0f9c","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"be0db7ed","08aeb51d","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"9a9c42d7","ceb37270","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e0d8ce42","96d3d4d5","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"0bd9a1c7","9cd616e8","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"93ef6b9b","20193482","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5126bc0f","5d123bb5","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"24db6639","f9a2601b","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"1c1730f0","8a119e17","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"6f18108b","bfa6cfa4","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"214e355f","096f781e","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"89ac3146","3bcaf89c","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"09e07a2e","542d1136","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"ea675123","4e3d91fa","F","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"599ac3cc","cdc56368","F","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"23f44fe3","5b03b5d0","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e814bf63","1ca1b6b1","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"ff957b1a","d047377f","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"d430eeb4","70b19756","M","BACHELOR OF SCIENCE - PH","Pub. Health","SCHOOL OF PUBLIC HEALTH"
"98f5dbb4","fb95f637","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"8a4ae782","a8f33078","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"2fdc9115","2f1aa535","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"9dc6740f","f0f2cd97","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"918b1b26","b1fe3244","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"c2661f2d","46d56461","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"90b64553","c9d6a11f","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"64c2d48d","de92ef2a","F","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"ae5e66ee","ef85956a","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"76134022","3f4c04ae","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"a145475a","ca7f2139","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"937a9997","af0a4f30","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
